學年度,學期,設立別,學校類型,學校代碼,學校名稱,系所代碼,系所名稱,學制,對方國別,對方學校名稱,對方學校英文名稱,總計,男生,女生
103,1,私立,一般大學,1004,中原大學,520301,土木工程學系,學士班(日間),中國大陸,中山大學,Sun Yat-sen University,1,1,0
103,1,私立,一般大學,1004,中原大學,520301,土木工程學系,學士班(日間),中國大陸,北京語言大學,Beijing Language and Culture University,1,0,1
103,1,私立,一般大學,1004,中原大學,520611,工業與系統工程學系,學士班(日間),中國大陸,吉林大學,Jilin University,1,0,1
103,1,私立,一般大學,1004,中原大學,520611,工業與系統工程學系,學士班(日間),中國大陸,華中科技大學,Huazhong University of Science and Technology,1,0,1
103,1,私立,一般大學,1004,中原大學,520611,工業與系統工程學系,學士班(日間),紐西蘭,奧克蘭商學院,AIS St Helens,1,1,0
103,1,私立,一般大學,1003,東吳大學,340301,企業管理學系,學士班(日間),法國,里爾大學IESEG國際商學院,"IESEG School of Management, Lille Catholic",4,0,4
103,1,私立,一般大學,1003,東吳大學,340301,企業管理學系,學士班(日間),波蘭,波蘭華沙經濟大學,Warsaw School of Economics,1,0,1
103,1,私立,一般大學,1003,東吳大學,340301,企業管理學系,學士班(日間),日本,青山學院大學,Aoyama Gakuin University,1,0,1
103,1,私立,一般大學,1003,東吳大學,340301,企業管理學系,學士班(日間),中國大陸,南京大學,Nanjing University,1,0,1
103,1,私立,一般大學,1003,東吳大學,340301,企業管理學系,學士班(日間),南韓,建國大學,Konkuk University,1,0,1
103,1,私立,一般大學,1004,中原大學,520611,工業與系統工程學系,學士班(日間),菲律賓,瑪布阿科學技術學院,Mapua Institute of Technology,2,2,0
103,1,私立,一般大學,1004,中原大學,520401,化學工程學系,學士班(日間),中國大陸,中華全國台灣同胞聯誼會,All-China Federation of Taiwan Compatriots,2,0,2
103,1,私立,一般大學,1004,中原大學,520401,化學工程學系,學士班(日間),中國大陸,北京語言大學,Beijing Language and Culture University,1,1,0
103,1,私立,一般大學,1004,中原大學,520401,化學工程學系,學士班(日間),中國大陸,哈爾濱工程大學,Harbin Engineering University,1,1,0
103,1,私立,一般大學,1004,中原大學,310501,心理學系,學士班(日間),美國,南伊利諾大學卡邦戴爾分校,Southern Illinois University Carbondale,1,0,1
103,1,私立,一般大學,1004,中原大學,310501,心理學系,學士班(日間),紐西蘭,奧克蘭商學院,AIS St Helens,1,0,1
103,1,私立,一般大學,1004,中原大學,520315,生物環境工程學系,學士班(日間),中國大陸,哈爾濱工程大學,Harbin Engineering University,1,0,1
103,1,私立,一般大學,1004,中原大學,521108,生物醫學工程學系,學士班(日間),中國大陸,北京語言大學,Beijing Language and Culture University,1,0,1
103,1,私立,一般大學,1004,中原大學,521108,生物醫學工程學系,學士班(日間),菲律賓,瑪布阿科學技術學院,Mapua Institute of Technology,1,1,0
103,1,私立,一般大學,1004,中原大學,340301,企業管理學系,學士班(日間),中國大陸,中華全國台灣同胞聯誼會,All-China Federation of Taiwan Compatriots,6,1,5
103,1,私立,一般大學,1004,中原大學,340301,企業管理學系,學士班(日間),中國大陸,北京航空航天大學,Beihang University,1,1,0
103,1,私立,一般大學,1004,中原大學,340301,企業管理學系,學士班(日間),中國大陸,北京理工大學,Beijing Institute of Technology,3,0,3
103,1,私立,一般大學,1004,中原大學,340301,企業管理學系,學士班(日間),中國大陸,北京語言大學,Beijing Language and Culture University,1,0,1
103,1,私立,一般大學,1004,中原大學,340301,企業管理學系,學士班(日間),中國大陸,吉林大學,Jilin University,1,0,1
103,1,私立,一般大學,1004,中原大學,340301,企業管理學系,學士班(日間),美國,密西西比學院,Mississippi College,1,0,1
103,1,私立,一般大學,1004,中原大學,340408,國際經營與貿易學系,學士班(日間),中國大陸,北京語言大學,Beijing Language and Culture University,2,2,0
103,1,私立,一般大學,1004,中原大學,340408,國際經營與貿易學系,學士班(日間),中國大陸,武漢大學,Wuhan University,1,0,1
103,1,私立,一般大學,1004,中原大學,340408,國際經營與貿易學系,學士班(日間),美國,南伊利諾大學卡邦戴爾分校,Southern Illinois University Carbondale,1,0,1
103,1,私立,一般大學,1004,中原大學,340408,國際經營與貿易學系,學士班(日間),菲律賓,瑪布阿科學技術學院,Mapua Institute of Technology,3,0,3
103,1,私立,一般大學,1004,中原大學,340408,國際經營與貿易學系,學士班(日間),南韓,韓世大學,Hansei University,1,1,0
103,1,私立,一般大學,1004,中原大學,340201,會計學系,學士班(日間),中國大陸,北京語言大學,Beijing Language and Culture University,2,0,2
103,1,私立,一般大學,1004,中原大學,340201,會計學系,學士班(日間),中國大陸,吉林大學,Jilin University,1,1,0
103,1,私立,一般大學,1004,中原大學,340201,會計學系,學士班(日間),中國大陸,東南大學,Southeast University,1,0,1
103,1,私立,一般大學,1004,中原大學,340201,會計學系,學士班(日間),中國大陸,長春師範大學,Changchun Normal University,1,1,0
103,1,私立,一般大學,1004,中原大學,520114,資訊工程學系,學士班(日間),菲律賓,瑪布阿科學技術學院,Mapua Institute of Technology,1,1,0
103,1,私立,一般大學,1004,中原大學,480109,資訊管理學系,學士班(日間),中國大陸,中山大學,Sun Yat-sen University,1,1,0
103,1,私立,一般大學,1004,中原大學,480109,資訊管理學系,學士班(日間),中國大陸,中山大學,Sun Yat-sen University,1,0,1
103,1,私立,一般大學,1004,中原大學,480109,資訊管理學系,學士班(日間),美國,中田納西州立大學,Middle Tennessee State University,1,1,0
103,1,私立,一般大學,1004,中原大學,480109,資訊管理學系,學士班(日間),中國大陸,中華全國台灣同胞聯誼會,All-China Federation of Taiwan Compatriots,1,1,0
103,1,私立,一般大學,1004,中原大學,480109,資訊管理學系,學士班(日間),中國大陸,北京理工大學,Beijing Institute of Technology,1,1,0
103,1,私立,一般大學,1004,中原大學,480109,資訊管理學系,學士班(日間),中國大陸,北京語言大學,Beijing Language and Culture University,3,1,2
103,1,私立,一般大學,1004,中原大學,480109,資訊管理學系,學士班(日間),中國大陸,哈爾濱工程大學,Harbin Engineering University,1,1,0
103,1,私立,一般大學,1004,中原大學,480109,資訊管理學系,學士班(日間),紐西蘭,奧克蘭商學院,AIS St Helens,1,1,0
103,1,私立,一般大學,1004,中原大學,520101,電機工程學系,學士班(日間),中國大陸,吉林大學,Jilin University,1,1,0
103,1,私立,一般大學,1004,中原大學,520101,電機工程學系,學士班(日間),菲律賓,瑪布阿科學技術學院,Mapua Institute of Technology,1,1,0
103,1,私立,一般大學,1004,中原大學,520196,電機資訊學院學士班,學士班(日間),中國大陸,東南大學,Southeast University,1,1,0
103,1,私立,一般大學,1004,中原大學,520196,電機資訊學院學士班,學士班(日間),紐西蘭,奧克蘭商學院,AIS St Helens,1,1,0
103,1,私立,一般大學,1004,中原大學,220304,應用外國語文學系,學士班(日間),中國大陸,中山大學,Sun Yat-sen University,3,0,3
103,1,私立,一般大學,1004,中原大學,220304,應用外國語文學系,學士班(日間),美國,匹茲堡州立大學,Pittsburg State University,1,1,0
103,1,私立,一般大學,1004,中原大學,220304,應用外國語文學系,學士班(日間),中國大陸,東南大學,Southeast University,1,0,1
103,1,私立,一般大學,1004,中原大學,220304,應用外國語文學系,學士班(日間),美國,南伊利諾大學卡邦戴爾分校,Southern Illinois University Carbondale,3,1,2
103,1,私立,一般大學,1004,中原大學,220304,應用外國語文學系,學士班(日間),美國,萊特州立大學,Wright State University,3,0,3
103,1,私立,一般大學,1004,中原大學,220304,應用外國語文學系,學士班(日間),菲律賓,瑪布阿科學技術學院,Mapua Institute of Technology,1,0,1
103,1,私立,一般大學,1004,中原大學,220304,應用外國語文學系,學士班(日間),南韓,韓國外國語大學,Hankuk University of Foreign Studies,1,0,1
103,1,私立,一般大學,1004,中原大學,220204,應用華語文學系,學士班(日間),美國,匹茲堡州立大學,Pittsburg State University,1,0,1
103,1,私立,一般大學,1004,中原大學,220204,應用華語文學系,學士班(日間),中國大陸,北京語言大學,Beijing Language and Culture University,3,0,3
103,1,私立,一般大學,1004,中原大學,220204,應用華語文學系,學士班(日間),中國大陸,四川大學,Sichuan University,1,0,1
103,1,私立,一般大學,1004,中原大學,220204,應用華語文學系,學士班(日間),南韓,白石大學,Baekseok University,2,0,2
103,1,私立,一般大學,1004,中原大學,440301,物理學系,學士班(日間),中國大陸,中華全國台灣同胞聯誼會,All-China Federation of Taiwan Compatriots,1,0,1
103,1,私立,一般大學,1004,中原大學,230401,室內設計學系,學士班(日間),日本,早稻田大學,Waseda University,1,0,1
103,1,私立,一般大學,1004,中原大學,580101,建築學系,學士班(日間),中國大陸,天津大學,Tianjin University,2,2,0
103,1,私立,一般大學,1004,中原大學,580101,建築學系,學士班(日間),中國大陸,北京語言大學,Beijing Language and Culture University,1,0,1
103,1,私立,一般大學,1004,中原大學,580101,建築學系,學士班(日間),西班牙,聖巴勃羅CEU大學,Universidad CEU San Pablo,4,2,2
103,1,私立,一般大學,1004,中原大學,140601,特殊教育學系,學士班(日間),南韓,梨花女子大學,Ewha Womans University,1,0,1
103,1,私立,一般大學,1004,中原大學,340501,財務金融學系,學士班(日間),中國大陸,中華全國台灣同胞聯誼會,All-China Federation of Taiwan Compatriots,1,0,1
103,1,私立,一般大學,1004,中原大學,340501,財務金融學系,學士班(日間),美國,匹茲堡州立大學,Pittsburg State University,3,0,3
103,1,私立,一般大學,1004,中原大學,340501,財務金融學系,學士班(日間),中國大陸,武漢大學,Wuhan University,1,1,0
103,1,私立,一般大學,1004,中原大學,340501,財務金融學系,學士班(日間),中國大陸,長春師範大學,Changchun Normal University,1,0,1
103,1,私立,一般大學,1004,中原大學,340501,財務金融學系,學士班(日間),菲律賓,瑪布阿科學技術學院,Mapua Institute of Technology,1,0,1
103,1,私立,一般大學,1004,中原大學,380201,財經法律學系,學士班(日間),中國大陸,北京理工大學,Beijing Institute of Technology,1,0,1
103,1,私立,一般大學,1004,中原大學,380201,財經法律學系,學士班(日間),中國大陸,武漢大學,Wuhan University,1,0,1
103,1,私立,一般大學,1004,中原大學,380201,財經法律學系,學士班(日間),菲律賓,瑪布阿科學技術學院,Mapua Institute of Technology,2,2,0
103,1,私立,一般大學,1004,中原大學,380201,財經法律學系,學士班(日間),南韓,韓世大學,Hansei University,1,0,1
103,1,私立,一般大學,1004,中原大學,220204,應用華語文學系,學士班(日間),南韓,全州大學,Jeonju University,1,0,1
103,1,私立,一般大學,1004,中原大學,220204,應用華語文學系,學士班(日間),中國大陸,吉林大學,Jilin University,2,0,2
103,1,私立,一般大學,1004,中原大學,220204,應用華語文學系,學士班(日間),中國大陸,長春師範大學,Changchun Normal University,4,0,4
103,1,私立,一般大學,1004,中原大學,220204,應用華語文學系,學士班(日間),中國大陸,華中科技大學,Huazhong University of Science and Technology,1,0,1
103,1,私立,一般大學,1004,中原大學,220204,應用華語文學系,學士班(日間),中國大陸,華中師範大學,Central China Normal University,1,1,0
103,1,私立,一般大學,1004,中原大學,220204,應用華語文學系,學士班(日間),菲律賓,瑪布阿科學技術學院,Mapua Institute of Technology,1,0,1
103,1,私立,一般大學,1004,中原大學,220204,應用華語文學系,學士班(日間),南韓,檀國大學,Dankook University,2,0,2
103,1,私立,一般大學,1004,中原大學,220204,應用華語文學系,學士班(日間),南韓,韓世大學,Hansei University,1,0,1
103,1,私立,一般大學,1004,中原大學,220204,應用華語文學系,學士班(日間),美國,舊金山州立大學,San Francisco State University,2,0,2
103,1,私立,一般大學,1004,中原大學,460102,應用數學系,學士班(日間),日本,新潟大學,Niigata University,1,1,0
103,1,私立,一般大學,1004,中原大學,460102,應用數學系,學士班(日間),菲律賓,瑪布阿科學技術學院,Mapua Institute of Technology,1,1,0
103,1,私立,一般大學,1005,淡江大學,220201,中國文學學系,學士班(日間),中國大陸,四川大學,SichuanUniversity,1,0,1
103,1,私立,一般大學,1005,淡江大學,220201,中國文學學系,學士班(日間),法國,弗?士孔泰大學,Universit?deFranche-Comte,1,0,1
103,1,私立,一般大學,1005,淡江大學,220201,中國文學學系,學士班(日間),中國大陸,同濟大學,TongjiUniversity,2,0,2
103,1,私立,一般大學,1005,淡江大學,220201,中國文學學系,學士班(日間),中國大陸,華東師範大學,EastChinaNormalUniversity,2,0,2
103,1,私立,一般大學,1005,淡江大學,520403,化學工程與材料工程學系,學士班(日間),中國大陸,天津大學,TianjinUniversity,1,0,1
103,1,私立,一般大學,1005,淡江大學,520403,化學工程與材料工程學系,學士班(日間),美國,天普大學,TempleUniversity,1,0,1
103,1,私立,一般大學,1005,淡江大學,320101,大眾傳播學系,學士班(日間),中國大陸,南開大學,NankaiUniversity,1,1,0
103,1,私立,一般大學,1003,東吳大學,310301,社會學系,學士班(日間),中國大陸,華東師範大學,East China Normal University,1,0,1
