學年度,學期,設立別,學校類型,學校代碼,學校名稱,系所代碼,系所名稱,學制,對方國別,對方學校名稱,對方學校英文名稱,總計,男生,女生
104,1,公立,技專校院,22,國立臺灣科技大學,521307,醫學工程研究所,碩士班(日間),捷克共和國,布爾諾科技大學,Brno University of Technology-Faculty of Mechanical Engineering,1,0,1
104,1,公立,技專校院,23,國立雲林科技大學,230203,數位媒體設計系,碩士班(日間),立陶宛共和國,維爾紐斯格迪米納斯技術大學,VILNIUS GEDIMINAS TECHNICAL UNIVERSITY,1,0,1
104,1,公立,技專校院,23,國立雲林科技大學,230203,數位媒體設計系,碩士班(日間),法國,特瓦魯高等商學院,ESC TROYES,1,0,1
104,1,公立,技專校院,23,國立雲林科技大學,230303,工業設計系,碩士班(日間),大陸地區,同濟大學,Tongji University,1,1,0
104,1,公立,技專校院,23,國立雲林科技大學,230404,建築與室內設計系,碩士班(日間),大陸地區,同濟大學,Nanjing University,1,0,1
104,1,公立,技專校院,23,國立雲林科技大學,230404,建築與室內設計系,碩士班(日間),大陸地區,東南大學,Southeast University,1,1,0
104,1,公立,技專校院,23,國立雲林科技大學,230404,建築與室內設計系,碩士班(日間),日本,千葉大學,CHIBA UNIVERSITY,1,0,1
104,1,公立,技專校院,23,國立雲林科技大學,230201,視覺傳達設計系,碩士班(日間),日本,千葉大學,CHIBA UNIVERSITY,1,0,1
104,1,公立,技專校院,23,國立雲林科技大學,230201,視覺傳達設計系,碩士班(日間),西班牙王國,瓦倫西亞科技大學,UNIVERSITAT POLITECNICA DE VALENCIA,1,0,1
104,1,公立,技專校院,23,國立雲林科技大學,230108,創意生活設計系,碩士班(日間),法國,特瓦魯高等商學院,ESC TROYES,1,1,0
104,1,公立,技專校院,23,國立雲林科技大學,340326,創業管理碩士學位學程,碩士班(日間),大陸地區,北京航空航天大學,Beihang University,2,1,1
104,1,公立,技專校院,23,國立雲林科技大學,340501,財務金融系,碩士班(日間),大陸地區,四川大學,Sichuan University,1,1,0
104,1,公立,技專校院,23,國立雲林科技大學,340501,財務金融系,碩士班(日間),大陸地區,南京大學,Nanjing University,1,1,0
104,1,公立,技專校院,23,國立雲林科技大學,340501,財務金融系,碩士班(日間),大陸地區,華南理工大學,outh China University and Technology,1,1,0
104,1,公立,技專校院,23,國立雲林科技大學,340501,財務金融系,碩士班(日間),大韓民國(南韓),國立首爾科學技術大學,SEOUL NATIONAL UNIVERSITY OF SCIENCE AND TECHNOLOGY,1,1,0
104,1,公立,技專校院,24,國立屏東科技大學,620601,食品科學系,碩士班(日間),泰王國(泰國),坦亞布里皇家理工大學,Rajamangala University of Technology Thanyaburi,1,0,1
104,1,公立,技專校院,24,國立屏東科技大學,620601,食品科學系,碩士班(日間),泰王國(泰國),坦亞布里皇家理工大學,Rajamangala University of Technology Thanyaburi,1,1,0
104,1,公立,技專校院,23,國立雲林科技大學,340301,企業管理系,碩士班(日間),大陸地區,北京航空航天大學,Beihang University,1,0,1
104,1,公立,技專校院,23,國立雲林科技大學,340301,企業管理系,碩士班(日間),大陸地區,四川大學,Sichuan University,1,1,0
104,1,公立,技專校院,23,國立雲林科技大學,340301,企業管理系,碩士班(日間),大陸地區,哈爾濱工業大學,Harbin Institute of Technology,1,1,0
104,1,公立,技專校院,23,國立雲林科技大學,220303,應用外語系,碩士班(日間),美國,匹茲堡州立大學,PITTSBURG STATE UNIVERSITY,2,0,2
104,1,公立,技專校院,22,國立臺灣科技大學,480109,資訊管理系,碩士班(日間),大韓民國(南韓),韓國科學技術院,Korea Advanced Institute of Science and Technology (KAIST),1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,380213,專利研究所,碩士班(日間),法國,馬賽中央理工學校,Ecole Centrale Marseille,1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,449902,應用科技研究所,碩士班(日間),德意志聯邦共和國,埃斯林根應用技術大學 ,Hochschule Esslingen University of Applied Sciences,1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,349906,工業管理系,碩士班(日間),西班牙王國,加泰羅尼亞理工大學,"Universitat Polit?cnica de Catalunya (Barcelona Tech, UPC)",1,1,0
104,1,公立,技專校院,22,國立臺灣科技大學,349906,工業管理系,碩士班(日間),法國,特魯瓦科技大學,University of Technology of Troyes,1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,349906,工業管理系,碩士班(日間),德意志聯邦共和國,開姆尼茨工業大學,Technische Universit?t Chemnitz,1,1,0
104,1,公立,技專校院,22,國立臺灣科技大學,349999,管理學院MBA,碩士班(日間),荷蘭王國,伊拉斯莫斯大學,"Erasmus University College, Erasmus University Rotterdam (EUC)",1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,349999,管理學院MBA,碩士班(日間),瑞士,瑞士伯恩應用科技大學,"Bern University of Applied Sciences (Berner Fachhochschule, BUAS)",1,1,0
104,1,公立,技專校院,22,國立臺灣科技大學,349999,管理學院MBA,碩士班(日間),德意志聯邦共和國,卡斯魯爾應用科學大學,Karlsruhe University of Applied Sciences,1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,340501,財務金融研究所,碩士班(日間),奧地利共和國,格拉茨技術大學,Graz University of Technology,1,1,0
104,1,公立,技專校院,22,國立臺灣科技大學,340501,財務金融研究所,碩士班(日間),德意志聯邦共和國,布倫瑞克工業大學,Technische Universitat Braunschweig,1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,340501,財務金融研究所,碩士班(日間),德意志聯邦共和國,亞琛工業大學,RWTH Aachen University,1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,340501,財務金融研究所,碩士班(日間),德意志聯邦共和國,紐倫堡應用科技大學,Technische Hochschule N?rnberg Georg Simon Ohm,1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,349901,科技管理研究所,碩士班(日間),大韓民國(南韓),高麗大學,Korea University,1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,349901,科技管理研究所,碩士班(日間),大韓民國(南韓),韓國科學技術院,Korea Advanced Institute of Science and Technology (KAIST),1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,520201,機械工程系,碩士班(日間),大韓民國(南韓),國民大學,Kookmin University,1,1,0
104,1,公立,技專校院,22,國立臺灣科技大學,520201,機械工程系,碩士班(日間),日本,東北大學,Toholu University,1,1,0
104,1,公立,技專校院,22,國立臺灣科技大學,520201,機械工程系,碩士班(日間),法國,馬賽中央理工學校,Ecole Centrale Marseille,1,1,0
104,1,公立,技專校院,22,國立臺灣科技大學,520311,營建工程系,碩士班(日間),大陸地區,同濟大學,Tongji University,1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,520311,營建工程系,碩士班(日間),日本,新瀉大學,Niigata University,1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,520311,營建工程系,碩士班(日間),芬蘭共和國,阿爾托大學,"Aalto University, School of Engineering",1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,520311,營建工程系,碩士班(日間),捷克共和國,布爾諾科技大學,Brno University of Technology-Faculty of Civil Engineering,1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,520311,營建工程系,碩士班(日間),捷克共和國,捷克科技大學,Czech Technical University,1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,520401,化學工程系,碩士班(日間),奧地利共和國,格拉茨技術大學,Graz University of Technology,1,1,0
104,1,公立,技專校院,22,國立臺灣科技大學,230301,工商業設計系,碩士班(日間),日本,筑波大學,University of Tsukuba,2,0,2
104,1,公立,技專校院,22,國立臺灣科技大學,230301,工商業設計系,碩士班(日間),法國,KEDGE高等商業學院,KEDGE Business School,1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,230301,工商業設計系,碩士班(日間),荷蘭王國,代爾夫特理工大學,Delft University of Technology,1,1,0
104,1,公立,技專校院,22,國立臺灣科技大學,140812,數位學習與教育研究所,碩士班(日間),瑞典王國,哈勒姆斯塔德大學,Halmstad University,1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,340301,企業管理系,碩士班(日間),大陸地區,廈門大學,Xiamen University,1,1,0
104,1,公立,技專校院,22,國立臺灣科技大學,340301,企業管理系,碩士班(日間),立陶宛共和國,維爾紐斯格迪米納斯技術大學,Vilnius Gediminas Technical University,1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,340301,企業管理系,碩士班(日間),西班牙王國,加泰羅尼亞理工大學,"Universitat Politecnica de Catalunya (Barcelona Tech, UPC), EETAC- Telecommunication Engineering and",1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,340301,企業管理系,碩士班(日間),西班牙王國,馬拉加大學,University of Malaga,1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,340301,企業管理系,碩士班(日間),波蘭共和國,華沙工業大學,Warsaw University of Technology,2,1,1
104,1,公立,技專校院,22,國立臺灣科技大學,340301,企業管理系,碩士班(日間),法國,特魯瓦科技大學,University of Technology of Troyes,2,0,2
104,1,公立,技專校院,22,國立臺灣科技大學,340301,企業管理系,碩士班(日間),芬蘭共和國,阿爾托大學,"Aalto University, School of Science",1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,340301,企業管理系,碩士班(日間),捷克共和國,俄斯特拉發技術大學,Technical University of Ostrava,1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,340301,企業管理系,碩士班(日間),奧地利共和國,福拉爾貝格工業大學,FH VORARLBERG University of Applied Sciences,2,2,0
104,1,公立,技專校院,22,國立臺灣科技大學,520101,電機工程系,碩士班(日間),大陸地區,同濟大學,Tongji University,1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,520103,電子工程系,碩士班(日間),丹麥王國,南丹麥大學,University of Southern Denmark,1,1,0
104,1,公立,技專校院,22,國立臺灣科技大學,520103,電子工程系,碩士班(日間),德意志聯邦共和國,下萊茵應用科學大學,Niederrhein University of Applied Sciences,3,2,1
104,1,公立,技專校院,22,國立臺灣科技大學,520103,電子工程系,碩士班(日間),德意志聯邦共和國,多特蒙德工業大學,Technische Universit?t Dortmund,1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,520103,電子工程系,碩士班(日間),德意志聯邦共和國,阿亨工業大學,RWTH Aachen University,1,0,1
104,1,公立,技專校院,22,國立臺灣科技大學,520103,電子工程系,碩士班(日間),德意志聯邦共和國,阿亨工業大學,RWTH Aachen University,2,1,1
104,1,公立,技專校院,22,國立臺灣科技大學,520114,資訊工程系,碩士班(日間),德意志聯邦共和國,多特蒙德工業大學,Technische Universit?t Dortmund,2,1,1
104,1,公立,技專校院,22,國立臺灣科技大學,580101,建築系,碩士班(日間),荷蘭王國,埃因霍溫科技大學,Eindhoven University of Technology,1,1,0
104,1,公立,技專校院,22,國立臺灣科技大學,520502,材料科學與工程系,碩士班(日間),大韓民國(南韓),淑明女子大學,Sookmyung Women's University,1,1,0
104,1,公立,技專校院,22,國立臺灣科技大學,520502,材料科學與工程系,碩士班(日間),日本,九州工業大學,Kyushu Institute of Technology,1,0,1
104,1,公立,技專校院,25,國立臺北科技大學,520502,材料科學與工程研究所,碩士班(日間),日本,九州工業大學,KYUSHU INSTITUTE OF TECHNOLOGY,1,1,0
104,1,公立,技專校院,24,國立屏東科技大學,420302,生物科技系,碩士班(日間),英國,蘭卡斯特大學,Lancaster University,1,1,0
104,1,公立,技專校院,25,國立臺北科技大學,380210,智慧財產權研究所,碩士班(日間),日本,大阪工業大學,OSAKA INSTITUTE OF TECHNOLOGY,1,0,1
104,1,公立,技專校院,25,國立臺北科技大學,520301,土木工程系土木與防災碩士班,碩士班(日間),日本,靜岡大學,SHIZUOKA UNIVERSITY,1,0,1
104,1,公立,技專校院,25,國立臺北科技大學,520202,車輛工程系,碩士班(日間),日本,九州工業大學,KYUSHU INSTITUTE OF TECHNOLOGY,1,1,0
104,1,公立,技專校院,25,國立臺北科技大學,520601,工業工程與管理系,碩士班(日間),大陸地區,西北工業大學,NORTHWESTERN POLYTECHNICAL UNIVERSITY,1,1,0
104,1,公立,技專校院,26,國立高雄第一科技大學,480109,資訊管理系,碩士班(日間),大陸地區,北京郵電大學,BEIJING UNIVERSITY OF POSTS AND TELECOMMUNICATIONS,1,1,0
104,1,公立,技專校院,26,國立高雄第一科技大學,340310,國際管理碩士學位學程,碩士班(日間),德意志聯邦共和國,德國福茲堡科技大學,"FACHHOCHSCHULE WUERZBURG—SCHWEINFURT, UNIVERSITY OF APPLIED SCIENCES",1,1,0
104,1,公立,技專校院,33,國立虎尾科技大學,349906,工業管理系工業工程與管理碩士班,碩士班(日間),日本,近畿大學,KINKI UNIVERSITY,1,1,0
104,1,公立,技專校院,33,國立虎尾科技大學,810209,休閒遊憩系,碩士班(日間),日本,近畿大學,KINKI UNIVERSITY,1,0,1
104,1,公立,技專校院,43,國立勤益科技大學,520103,電子工程系,碩士班(日間),加拿大,皇家路大學,Royal Road University,1,1,0
104,1,公立,技專校院,43,國立勤益科技大學,520103,電子工程系,碩士班(日間),美國,美國矽谷大學,Silicon Valley University,1,1,0
104,1,公立,技專校院,43,國立勤益科技大學,520103,電子工程系,碩士班(日間),泰王國(泰國),湄州大學,Maejo University,1,1,0
104,1,公立,技專校院,43,國立勤益科技大學,580203,景觀系,碩士班(日間),大韓民國(南韓),淑明女子,Sookmyung Women’s University,1,0,1
104,1,公立,技專校院,43,國立勤益科技大學,520601,工業工程與管理系,碩士班(日間),加拿大,皇家路大學,Royal Road University,2,2,0
104,1,公立,技專校院,43,國立勤益科技大學,520601,工業工程與管理系,碩士班(日間),蒙古國,蒙古管理大學,Global Leadership University,4,2,2
104,1,公立,技專校院,46,國立臺北護理健康大學,720605,護理助產研究所,碩士班(日間),英國,諾斯威克公園醫院,Northwick Park Hospital,1,0,1
104,1,公立,技專校院,43,國立勤益科技大學,340301,企業管理系,碩士班(日間),蒙古國,蒙古管理大學,Global Leadership University,5,2,3
104,1,公立,技專校院,43,國立勤益科技大學,340803,流通管理系,碩士班(日間),美國,密拉瑪大學,California Miramar University,1,0,1
104,1,公立,技專校院,43,國立勤益科技大學,349946,專案管理研究所,碩士班(日間),加拿大,皇家路大學,Royal Road University,4,1,3
104,1,公立,技專校院,43,國立勤益科技大學,349946,專案管理研究所,碩士班(日間),泰王國(泰國),清邁皇家大學,Chiang Mai Rajabhat University,2,0,2
104,1,公立,技專校院,43,國立勤益科技大學,480109,資訊管理系,碩士班(日間),美國,密拉瑪大學,California Miramar University,1,1,0
104,1,公立,技專校院,34,國立高雄海洋科技大學,520103,微電子工程系,碩士班(日間),大韓民國(南韓),韓國首爾發明展,Seoul International Invention Fair 2015,1,1,0
104,1,公立,技專校院,46,國立臺北護理健康大學,720404,語言治療與聽力學系,碩士班(日間),美國,俄亥俄大學,Ohio University,2,0,2
104,1,公立,技專校院,46,國立臺北護理健康大學,720404,語言治療與聽力學系,碩士班(日間),美國,南加大教學醫院,Keck Hospital,2,0,2
104,1,私立,技專校院,1024,崑山科技大學,320107,視訊傳播設計系媒體藝術碩士班,碩士班(日間),大韓民國(南韓),韓國映像大學,Korea University of Media Arts,1,0,1
